Id,Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Additional_Information,UV_Index,Wind_Direction,Rain
1,23.72033759818312,89.59264065174611,7.335604391040214,50.50169383291316,1032.378758690279,,5.862515053291316,SE,rain
2,27.879734159310487,46.48970403534824,5.952483593282764,4.990052927536981,992.6141895121405,,1.311350962753698,E,no rain
3,25.06908440179109,83.07284289257146,1.3719918180799209,14.855783939243429,1007.2316201172738,,2.297924063924343,N,no rain
1,23.72033759818312,89.59264065174611,7.335604391040214,50.50169383291316,1032.378758690279,,5.862515053291316,SE,rain
5,,89.59264065174611,7.335604391040214,50.50169383291316,1032.378758690279,,5.862515053291316,SE,rain
1,23.72033759818312,89.59264065174611,,50.50169383291316,1032.378758690279,,5.862515053291316,NW,rain
1,23.72033759818312,89.59264065174611,7.335604391040214,50.50169383291316,1032.378758690279,,5.862515053291316,SE,rain
1,23.72033759818312,89.59264065174611,7.335604391040214,50.50169383291316,1032.378758690279,,5.862515053291316,SE,rain
9,23.622079574922424,74.36775792086564,7.050550632784658,67.25528206034686,982.6320127095368,,7.537873876034686,SE,rain
10,20.591369983472617,96.85882241307948,4.6439209259534975,47.67644427890656,980.8251417426508,,5.579990097890656,E,no rain
11,26.147352826666403,48.21726041042326,15.258546760433369,59.76627863227763,1049.738751014439,,6.788973533227764,NW,no rain
12,20.93968028156732,40.79944443606025,2.2325659971252265,45.82750842102168,1014.1737660638806,,5.395096512102168,NE,no rain
13,32.29432501955199,51.848471069719,2.873620839084101,92.5514972525134,1006.0417334780344,,10.067495395251338,NE,no rain
14,34.09156901252573,48.05711447385431,5.570206017562278,82.52487276907972,993.7320466194784,,9.064832946907972,E,no rain
15,19.58603797064444,82.9782932331459,5.760536586706103,98.0144498972855,1036.5034571561982,,10.61379065972855,E,rain
16,29.79312595206661,81.31765126927587,16.92609873392226,93.92329417135517,1029.4026903671104,,10.204675087135517,NW,no rain
17,23.22237299382261,76.87794305987336,15.825673129009743,72.86978986682412,980.1089338550744,,8.099324656682413,NW,rain
18,24.201114027348307,45.14653801209415,11.572712664104507,5.25304210213815,1033.9858671128163,,1.337649880213815,SW,no rain
19,33.139915957316525,90.32647652073628,5.771773577200932,99.91017766569732,987.8037921605496,,10.803363436569732,E,no rain
20,11.775901454947174,96.96000891012494,6.377567064219846,47.33186956586549,1046.4042876128824,,5.5455326265865486,SE,no rain
21,12.178232492538518,67.21240726760512,11.844365499652891,6.099703563643343,1003.2915258768854,,1.4223160263643344,SW,no rain
22,10.505459936008142,75.45609114405701,14.79733117529648,99.14233105026427,1011.5771942728558,,10.726578775026429,NW,rain
23,30.81549613869845,65.04844693143934,7.681961102168988,57.03767176214433,980.3486633971628,,6.516112846214432,SE,no rain
24,29.453918773746263,49.84904005718227,10.191240572887503,45.90040227489703,1037.707488191113,,5.402385897489704,SW,no rain
25,31.75030370617048,50.03033227976229,17.76066273065388,1.978943083306328,1001.5717777961166,,1.0102399783306328,NW,no rain
26,34.4654585558191,51.93943659144392,12.995817134168616,42.84011694565088,1018.9512813318612,,5.096357364565088,W,no rain
27,29.97896410541809,43.359500291490775,10.711002640838,18.32707471881192,1044.8620557941772,,2.645053141881192,SW,no rain
28,21.5369840563233,93.13465428405225,1.4244492228378247,71.89489921540743,990.9355668250896,,8.001835591540743,N,rain
29,29.513229407161383,90.087869383268,3.5203042355582204,0.7866902523575692,1040.7130729051646,,0.8910146952357569,NE,no rain
30,12.956860646723332,62.31475529231857,4.019831676312466,53.30356805066168,1015.0167251589788,,6.1427024750661685,E,no rain
31,25.99802553318809,55.70759887921193,12.462965849045894,4.371621836509809,1044.7119321839634,,1.249507853650981,W,no rain
32,13.58383218522616,95.73548495829692,2.1622550340910007,71.48299959022737,1037.56485351305,,7.960645629022736,NE,rain
33,33.6167229262396,45.56614284629671,0.5798973996325296,95.30194928093334,1011.0086021461362,,10.342540598093333,N,no rain
34,23.04620804375179,68.74793716267612,7.207011153037306,4.332054824784537,986.209823950032,,1.2455511524784535,SE,no rain
35,20.36654849976309,33.814870887951386,14.377183570176154,10.30841611668406,982.1138218417418,,1.843187281668406,NW,no rain
36,16.613890302615673,43.38415379122143,13.864987086041188,51.55929737435348,1041.1961566883854,,5.968275407435348,W,no rain
37,29.355842235855416,72.28188533516568,15.853407039007784,98.24621044111832,1013.1999442220858,,10.636966714111832,NW,no rain
38,21.40375830541372,76.35285569909188,13.92496512538619,41.14567308107999,1026.458643554943,,4.926912978107999,W,no rain
39,24.21084872171621,70.66970730712677,12.26571157202924,61.55729545542656,1041.7153889946196,,6.968075215542656,W,rain
40,10.46974501090888,90.87209911995028,9.723241935152904,76.16533303200376,1001.3261294039288,,8.428878973200376,S,rain
41,25.44088742689693,99.53836545759228,4.169966409759411,92.79200892164285,1042.7034112873944,,10.091546562164286,E,no rain
42,25.30239306806053,83.47032895070379,11.37096111713236,17.701665109231847,981.9272707599382,,2.582512180923185,SW,no rain
43,25.423349921868923,62.55642489006312,12.732494964166822,91.14260153205235,999.5947975113892,,9.926605823205236,W,no rain
44,33.59370196286561,88.37542686178719,2.474866568294325,62.64242471491316,1036.8236476569737,,7.0765881414913165,NE,no rain
45,27.045507477587087,38.42711759162012,11.302946772062697,80.56069161573312,1039.7254222826552,,8.868414831573311,SW,no rain
46,18.98769751434465,77.82894875121508,1.954974263871032,29.55552224361168,1046.138477675031,,3.767897894361168,N,no rain
47,20.925798844983536,66.28364512174038,10.941536046129835,50.01009596293442,1001.2107890724732,,5.813355266293442,SW,no rain
48,27.44077989818162,42.46461203790029,3.178377820372831,20.895919013419807,1034.6164909931294,,2.9019375713419806,NE,no rain
49,11.505636790731746,98.10535320961498,2.3802709441666603,85.46041335567958,1048.9591211854186,,9.35838700556796,NE,rain
50,26.669167886141693,53.69061938451233,2.262001120276733,20.457909251008253,1016.8904210578228,,2.858136595100825,NE,no rain
51,26.765946740453984,73.07963841743684,18.220506256618137,54.83267785773366,997.6817402746616,,6.295613455773366,NW,no rain
52,15.259564026846022,91.50159662674665,11.961746349048845,41.79132133723797,982.7273620778028,,4.991477803723797,SW,no rain
53,13.223157441371333,65.46821907403745,5.003174444042779,4.958951320552152,1033.1757143948666,,1.3082408020552152,E,no rain
54,17.885708773104597,38.05964951235024,1.4289775598418286,41.21476492229073,989.7191769106928,,4.933822162229073,N,no rain
55,19.092769273565565,87.3117359043103,10.72362837024205,78.43974193260598,1007.0859824501674,,8.656319863260599,SW,rain
56,24.25491926044699,54.72496369411604,2.896059417536172,52.89325210024439,1001.6494517157278,,6.101670880024439,NE,no rain
57,20.96503783655801,98.81468082242873,15.568058688090014,30.47968906588412,1009.1795471067556,,3.860314576588412,NW,no rain
58,34.70934595148066,91.86778125111906,9.922193132036146,44.54133154310441,1043.4199296452794,,5.2664788243104415,S,no rain
59,12.551120268700702,89.741453334427,14.528977697146797,77.42655997733135,1009.8163432855304,,8.555001667733135,NW,rain
60,15.221918902370868,54.93772242765296,7.9145319764028415,66.81537597839832,1043.8921018836536,,7.493883267839832,SE,no rain
61,14.032737947124907,82.9990844466346,14.046454892407212,11.090324122416128,1036.37806017905,,1.9213780822416129,NW,no rain
62,26.32770813663496,99.04303441011122,13.692287126860244,53.12465781942654,1000.1864832447952,,6.124811451942654,W,no rain
63,16.332290063494554,66.84251283659319,11.22832416151407,19.869523899261708,1002.2662313335932,,2.799298059926171,SW,no rain
64,21.657769321407656,62.95125084686621,16.914792683162588,97.8407309112806,1005.8890957220998,,10.59641876112806,NW,no rain
65,16.11063980004007,31.02660746804496,11.649471472047535,73.86253730248428,1022.3953034134072,,8.19859940024843,SW,no rain
66,13.974239591137993,79.01426381144555,11.562208215596446,8.100079496575418,1027.184376199892,,1.622353619657542,SW,no rain
67,12.759378529107629,90.09342980212978,6.159662146846672,24.822925918601,1048.0560884994345,,3.2946382618601,SE,no rain
68,26.408239736631835,47.322003025728094,18.630125322351333,7.812567561224593,1044.8561244447942,,1.5936024261224593,NW,no rain
69,13.454573783715343,52.05172039802598,10.342791431075703,37.009635765878265,1022.8310204997988,,4.513309246587827,SW,no rain
70,14.914559042001336,65.04739149283095,7.834293151471428,82.2684554489393,983.2367145649378,,9.039191214893927,SE,no rain
71,19.2181292665241,35.04561101530618,10.832845831252351,6.675554834442066,1018.1715334274892,,1.4799011534442066,SW,no rain
72,30.52483074619838,36.27497332691159,2.904842774694749,16.535719938920312,1008.2548154890944,,2.4659176638920317,NE,no rain
73,12.427531894826531,59.47775312216565,5.302504742424096,26.744524368225207,1018.134510780234,,3.486798106822521,E,no rain
74,30.9486226874701,48.28532668923951,6.133637243396168,62.408030164130025,982.8123461281942,,7.053148686413002,SE,no rain
75,12.402460197349075,58.4226111772938,10.303175383626426,97.46834478583918,1049.7033545199024,,10.559180148583916,SW,no rain
76,34.411486625334895,61.80704086699566,13.910216676155535,82.27320656705544,983.987085929372,,9.039666326705545,W,no rain
77,21.71628004119254,98.33913777173828,5.744049242554312,20.09265169060389,999.0875954033304,,2.821610839060389,E,no rain
78,34.41902720475843,96.0981874071986,2.715319911777827,71.00628066747386,985.0486820256598,,7.912973736747386,NE,no rain
79,25.12113799362615,39.78111060778362,11.184363655504804,55.63877522380456,1018.332777420299,,6.376223192380456,SW,no rain
80,28.481589484957546,91.78101816125724,17.092996627575076,49.162786519733736,1004.6272807587908,,5.728624321973373,NW,no rain
81,10.979694806358015,35.6144663631055,8.364641727361562,90.83858070043304,1006.2709889996902,,9.896203740043305,S,no rain
82,17.07017406441024,65.53448288024279,9.515458178941232,58.8129755949194,1035.2417264600558,,6.69364322949194,S,no rain
83,13.004914030329225,41.47369300768358,5.78417024309725,13.720967479296888,1043.2814080898522,,2.184442417929689,E,no rain
84,17.403504938053622,55.61245017498538,16.176682466321072,16.496779055647835,991.5987888181104,,2.462023575564784,NW,no rain
85,12.968192973856102,82.03381579540653,2.413298907684769,92.19734138855232,999.528385804197,,10.032079808855231,NE,rain
86,17.9495794848494,59.715383554979496,3.4217743538423395,8.020519581616114,1013.091003413761,,1.6143976281616117,NE,no rain
87,20.35657486286675,86.48659012999336,19.9991322551545,13.791411041737966,987.9017169099392,,2.1914867741737964,NW,no rain
88,11.603687408719608,80.31709977262793,13.644315052590398,65.31136838100272,1007.0576657436122,,7.343482508100272,W,rain
89,27.31180298425049,95.99876123477114,10.96104813153421,22.433741140043484,1001.146163193042,,3.0557197840043484,SW,no rain
90,24.16503635516438,67.39092144101141,15.902158903166244,82.60991034111457,1044.5383435923402,,9.073336704111458,NW,no rain
91,16.634737273486135,86.15035677914567,19.93764909342883,41.60064778713563,993.8973884304849,,4.972410448713563,NW,no rain
92,23.08120133666749,52.60349744359363,3.817485617015086,48.23998127880385,1030.484797865137,,5.636343797880385,NE,no rain
93,12.348512768961042,54.20220915629052,15.82786077515552,12.863815767692357,995.112524612742,,2.0987272467692355,NW,no rain
94,24.398662388904484,58.03573245070538,6.843241651743215,2.8163609753353414,1023.796086513344,,1.0939817675335342,SE,no rain
95,33.23240493940536,58.76410140086623,14.624653699705425,75.92362322417372,1020.7393509698336,,8.404707992417372,NW,no rain
96,17.96422381128309,37.227725446618216,14.15319455075554,7.398970375480484,1012.1107004896656,,1.5522427075480485,NW,no rain
97,26.68525949909204,66.33692575323045,19.966600855960827,64.01590204338349,1037.183511152735,,7.213935874338349,NW,no rain
